product_title,rating(),rating_count,selling_price,MRP,dicountvalue,discount
"SAMSUNG 12 kg 5 Star, AI Ecobubble, Super Speed, WiFi, Hygiene Steam, Digital Inverter Motor Fully Au...",4.3,"17,205",43990,52990,9000,17% Off
"SAMSUNG 9 kg 5 Star, AI Ecobubble, Super Speed, WiFi, Hygiene Steam, Digital Inverter Motor Fully Aut...",4.3,"17,205",37990,50990,13000,25% Off
SAMSUNG 7 kg Diamond Drum Fully Automatic Top Load Washing Machine Silver,4.3,"83,437",15290,21000,5710,27% Off
"SAMSUNG 7 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey",4.3,"83,437",17490,22500,5010,22% Off
"Haier 6.5 kg Balance Clean Pulsator, Custom Wash Cycles with 15 Mins Quick Wash, Magic Filter Fully Au...",4.3,"62,208",12490,18990,6500,34% Off
Whirlpool 7 kg Magic Clean 5 Star Fully Automatic Top Load Washing Machine Grey,4.1,"34,568",14990,19800,4810,24% Off
"SAMSUNG 8 kg 5 star, Ecobubble, Digital Inverter, Fully Automatic Top Load Washing Machine Grey",4.3,"83,437",19990,27000,7010,26% Off
"realme TechLife 7 kg 5 Star rating Semi Automatic Top Load Washing Machine White, Black",4.2,"80,351",7390,12490,5100,41% Off
"SAMSUNG 9 kg 5 star, Ecobubble, WiFi, Digital Inverter, Fully Automatic Top Load Washing Machine Grey",4.3,"83,437",23990,30500,6510,21% Off
ONIDA 9 kg Washer only Black,4.2,"29,750",6490,7250,760,10% Off
MOTOROLA 14 kg 5 star rating Midnight Series Soft closing Glass lid Semi Automatic Top Load Washing Ma...,4.3,"10,582",12990,22990,10000,43% Off
"MarQ by Flipkart 6 kg 5 Star Rating Innowash Range Semi Automatic Top Load Washing Machine White, Maro...",4.2,"26,120",6590,11990,5400,45% Off
MOTOROLA 7.5 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine Black,4.3,"10,582",7990,13990,6000,43% Off
realme TechLife 7.5 kg 5 Star Rating Fabric Safe Wash Fully Automatic Top Load Washing Machine Grey,4.1,"27,025",11790,19990,8200,41% Off
"BOSCH 7 kg Fully Automatic Front Load Washing Machine Black, Grey",4.3,"9,318",30990,50990,20000,39% Off
"LG 7 kg 5 Star with Wind Jet Dry, Collar Scrubber and Rust Free Plastic Base Semi Automatic Top Load W...",4.5,"44,070",11490,16390,4900,30% Off
realme TechLife 9 kg MegaWash Range Fully Automatic Top Load Washing Machine Grey,4.1,"27,025",13990,28990,15000,52% Off
"realme TechLife 7.5 kg 5 Star Rating Semi Automatic Top Load Washing Machine Black, Grey",4.2,"80,351",7890,13990,6100,44% Off
"IFB 6 kg 5 Star with Steam Refresh program, 9 Swirl Wash, Eco Inverter, Powered by AI with Power Steam...",4.2,167,24990,34390,9400,27% Off
MOTOROLA 10 kg 5 star rating Midnight Series Semi Automatic Top Load Washing Machine Black,4.3,"10,582",10690,20990,10300,49% Off
Whirlpool 7.5 kg Fully Automatic Top Load Washing Machine with Inbuilt Heater Grey,4.1,"34,568",17990,23250,5260,23% Off
"LG 7 kg 5 Star, Inverter Direct Drive Technology, 6 Motion DD, Steam, Fully Automatic Front Load Washi...",4.4,"6,813",29990,44490,14500,33% Off
"SAMSUNG 8 kg Semi Automatic Top Load Washing Machine Black, Grey",4.4,"30,794",12770,15990,3220,20% Off
"Whirlpool 7 kg 5 Star with Ace Wash Station, 1400 RPM Speed and Rust Proof Semi Automatic Top Load Was...",4.4,"31,027",9990,12800,2810,22% Off
,Coolers,,,,,
Hindware Smart Appliances 55 L Room/Personal Air Cooler,4.1,"84,781",8699,15090,6391,42% Off
BAJAJ 42 L Room/Personal Air Cooler,3.8,"25,264",5405,9999,4594,46% Off
BAJAJ 24 L Room/Personal Air Cooler,3.8,610,5199,8390,3191,38% Off
BAJAJ 135 L Desert Air Cooler,4.1,16,9499,15290,5791,38% Off
BAJAJ 24 L Room/Personal Air Cooler,3.3,26,9879,10289,410,4% Off
BAJAJ 36 L Room/Personal Air Cooler,4.2,210,8599,16090,7491,47% Off
BAJAJ 36 L Tower Air Cooler,4.3,182,10900,18780,7880,42% Off
BAJAJ 70 L Desert Air Cooler,3.7,688,4912,6986,2074,30% Off
BAJAJ 70 L Desert Air Cooler,3.9,113,5116,8990,3874,43% Off
BAJAJ 95 L Room/Personal Air Cooler,4,65,5107,8390,3283,39% Off
HiFlo 40 Personal Air Cooler 40-litres with Powerful air throw,4.7,33,"6,699 ","9,999 ",,33% Off
Diet 3D 30B BLDC Tower Air Cooler 30-litres with Magnetic Remote,4.6,89,"12,199 ","13,999 ",,13% Off
Jumbo 51 Room Desert Air Cooler 51-litres with Trolley,4.7,132,"8,849 ","12,799 ",,31% Off
Diet 3D 55B BLDC Tower Air Cooler 55-litres with Magnetic Remote,4.6,94,"15,299 ","16,499 ",,7% Off
Jumbo 70 Desert Air Cooler 70-litres,4.7,118,"10,299 ","13,499 ",,24% Off
"Sumo 40XL Desert Air Cooler, 40 Litres",4.7,59,"6,699 ","9,799 ",,32% Off
Jumbo 75XL+ Desert Air Cooler 75-litres,4.7,35,"9,799 ","13,499 ",,27% Off
Ice Cube 27 Personal Room Air Cooler with Powerful Fan,4.6,165,"5,999 ","8,499 ",,29% Off
Jumbo 95 XL+ Air Cooler,5,2,"10,491 ","14,999 ",,30% Off
Diet 3D 55i+ Air Cooler 55-litres with Full Function Remote,4.5,91,"12,899 ","13,599 ",,5% Off
HiFlo 40 Personal Air Cooler 40-litres with Powerful air throw,4.7,33,"6,699 ","9,999 ",,33% Off
Diet 3D 30B BLDC Tower Air Cooler 30-litres with Magnetic Remote,4.6,89,"12,199 ","13,999 ",,13% Off
Jumbo 51 Room Desert Air Cooler 51-litres with Trolley,4.7,132,"8,849 ","12,799 ",,31% Off
Diet 3D 55B BLDC Tower Air Cooler 55-litres with Magnetic Remote,4.6,94,"15,299 ","16,499 ",,7% Off
Jumbo 70 Desert Air Cooler 70-litres,4.7,118,"10,299 ","13,499 ",,24% Off
"Sumo 40XL Desert Air Cooler, 40 Litres",4.7,59,"6,699 ","9,799 ",,32% Off
Jumbo 75XL+ Desert Air Cooler 75-litres,4.7,35,"9,799 ","13,499 ",,27% Off
Ice Cube 27 Personal Room Air Cooler with Powerful Fan,4.6,165,"5,999 ","8,499 ",,29% Off
Jumbo 95 XL+ Air Cooler,5,2,"10,491 ","14,999 ",,30% Off
Diet 3D 55i+ Air Cooler 55-litres with Full Function Remote,4.5,91,"12,899 ","13,599 ",,5% Off
HiFlo 40 Personal Air Cooler 40-litres with Powerful air throw,4.7,33,"6,699 ","? 9,999",,33% Off
Diet 3D 30B BLDC Tower Air Cooler 30-litres with Magnetic Remote,4.6,89,"12,199 ","13,999",,13% Off
Jumbo 51 Room Desert Air Cooler 51-litres with Trolley,4.7,132,"8,849 ","12,799",,31% Off
Diet 3D 55B BLDC Tower Air Cooler 55-litres with Magnetic Remote,4.6,94,"15,299 ","16,499",,7% Off
Jumbo 70 Desert Air Cooler 70-litres,4.7,118,"10,299 ","13,499",,24% Off
"Jumbo 200 EX Air Cooler, 200 litres",5,5,"15,499 ","19,999",,22% off
Movicool L 200 Large space Cooler 200-litres,4.9,12,"20,699 ","24,999",,17%
Movicool DD 125 Double Decker Air Cooler 125-litres,4.6,39,"27,999 ","29,999",,6%
Movicool L 125 Large space Cooler 125-litres,4.8,33,"18,999 ","22,499",,15%
"Arctic circle Air Cooler, 120 Litres",4.5,2,"16,499 ","19,999",,17%
"Silenzo 120i Air Cooler, 120 litres",5,9,"17,599 ","20,999",,16%
Sumo 115 XL Powerful Desert Air Cooler 115-litres,4.7,112,"15,499 ","18,999",,18%
"Arctic Circle 100 Air Cooler, 100 litres",4.6,5,"14,399 ","18,499",,22%
"Silenzo 100 Air Cooler, 100 litres",4.9,13,"15,999 ","19,999",,20%
Jumbo 95 XL+ Air Cooler,5,2,"10,491 ","14,999",,30%
Storm C 100XL Desert Tower Air Cooler 95 litres,4.7,44,"14,399 ","16,499",,12%
Touch 80 Desert Room Air Cooler 80-litres,4.7,53,"14,399 ","17,499",,17%
Winter 80B: 1st Air Cooler With BLDC  Technology,4.4,68,"17,999 ","19,999",,10%
Jumbo 75XL+ Desert Air Cooler 75-litres,4.7,35,"9,799 ","13,499",,27%
Sumo 75 XL Powerful Desert Air Cooler 75-litres,4.9,71,"13,899 ","15,499",,10%
Jumbo 70 Desert Air Cooler 70-litres,4.7,118,"10,299 ","13,499",,23%
Storm 70 XL Desert Tower Air Cooler 70-litres,4.6,147,"12,849 ","14,999",,14%
Sumo 60 Desert Air Cooler,5,2,"8,249 ","10,999",,25%
,,,,,,
,,,,,,
,,,,,,
,,,,,,
